nan,18:40:15.842
nan,18:40:15.856
nan,18:40:15.869
nan,18:40:15.882
nan,18:40:15.894
-0.6984535474636849,18:40:15.906
-0.6984535474636849,18:40:15.918
-0.6984535474636849,18:40:15.924
-0.6984535474636849,18:40:15.929
-0.6984535474636849,18:40:15.934
-0.6984535474636849,18:40:15.941
-0.5284938882734448,18:40:15.946
-0.5284938882734448,18:40:15.952
-0.5284938882734448,18:40:15.958
-0.5284938882734448,18:40:15.963
-0.5284938882734448,18:40:15.968
-0.5284938882734448,18:40:15.973
-0.5284938882734448,18:40:15.978
-0.5284938882734448,18:40:15.984
-0.5284938882734448,18:40:15.990
-0.4350148187719321,18:40:15.995
-0.4350148187719321,18:40:16.000
-0.4350148187719321,18:40:16.005
-0.4350148187719321,18:40:16.010
-0.4350148187719321,18:40:16.016
-0.4350148187719321,18:40:16.021
-0.4350148187719321,18:40:16.026
-0.4350148187719321,18:40:16.031
nan,18:40:16.038
nan,18:40:16.043
nan,18:40:16.048
nan,18:40:16.053
nan,18:40:16.059
-0.4448446402764105,18:40:16.065
-0.4448446402764105,18:40:16.070
-0.4448446402764105,18:40:16.075
-0.4448446402764105,18:40:16.081
-0.4448446402764105,18:40:16.086
-0.4448446402764105,18:40:16.091
-0.4448446402764105,18:40:16.096
-0.4448446402764105,18:40:16.101
nan,18:40:16.107
nan,18:40:16.112
nan,18:40:16.117
nan,18:40:16.123
nan,18:40:16.128
nan,18:40:16.133
nan,18:40:16.139
nan,18:40:16.145
nan,18:40:16.150
-0.39493042512714926,18:40:16.155
-0.39493042512714926,18:40:16.160
-0.39493042512714926,18:40:16.166
-0.39493042512714926,18:40:16.171
-0.39493042512714926,18:40:16.176
-0.39493042512714926,18:40:16.181
-0.39493042512714926,18:40:16.186
-0.39493042512714926,18:40:16.191
-0.39493042512714926,18:40:16.197
-0.39493042512714926,18:40:16.202
-0.39493042512714926,18:40:16.207
-0.39493042512714926,18:40:16.212
-0.39493042512714926,18:40:16.218
-0.39493042512714926,18:40:16.223
-0.39493042512714926,18:40:16.228
-0.39493042512714926,18:40:16.233
-0.39493042512714926,18:40:16.239
-0.39493042512714926,18:40:16.245
-0.39493042512714926,18:40:16.250
-0.39493042512714926,18:40:16.255
-0.39493042512714926,18:40:16.260
-0.39493042512714926,18:40:16.266
-0.16551433785493513,18:40:16.271
-0.16551433785493513,18:40:16.276
-0.16551433785493513,18:40:16.281
-0.16551433785493513,18:40:16.286
-0.16551433785493513,18:40:16.291
-0.16551433785493513,18:40:16.296
-0.16551433785493513,18:40:16.301
-0.16551433785493513,18:40:16.307
-0.16551433785493513,18:40:16.312
-0.2802223814910422,18:40:16.317
-0.2802223814910422,18:40:16.323
-0.2802223814910422,18:40:16.328
-0.2802223814910422,18:40:16.333
-0.2802223814910422,18:40:16.339
-0.2802223814910422,18:40:16.344
-0.2802223814910422,18:40:16.349
-0.2802223814910422,18:40:16.354
-0.2802223814910422,18:40:16.360
-0.28022238149104217,18:40:16.365
-0.28022238149104217,18:40:16.370
-0.28022238149104217,18:40:16.376
-0.28022238149104217,18:40:16.381
-0.5225492214442164,18:40:16.386
-0.5225492214442164,18:40:16.391
-0.5225492214442164,18:40:16.397
-0.5225492214442164,18:40:16.402
-0.5225492214442164,18:40:16.407
-0.5225492214442164,18:40:16.412
-0.5225492214442164,18:40:16.417
-0.5225492214442164,18:40:16.422
-0.5225492214442164,18:40:16.428
nan,18:40:16.433
nan,18:40:16.439
nan,18:40:16.445
nan,18:40:16.450
nan,18:40:16.455
nan,18:40:16.460
nan,18:40:16.466
nan,18:40:16.471
nan,18:40:16.477
-0.3310286757098702,18:40:16.482
-0.3310286757098702,18:40:16.487
-0.3310286757098702,18:40:16.492
-0.3310286757098702,18:40:16.497
-0.3310286757098702,18:40:16.502
-0.3310286757098702,18:40:16.507
-0.3310286757098702,18:40:16.512
-0.3310286757098702,18:40:16.518
-0.3310286757098702,18:40:16.523
nan,18:40:16.528
nan,18:40:16.534
nan,18:40:16.539
nan,18:40:16.545
nan,18:40:16.550
nan,18:40:16.555
nan,18:40:16.560
nan,18:40:16.566
-0.4448446402764105,18:40:16.571
-0.4448446402764105,18:40:16.576
-0.4448446402764105,18:40:16.581
-0.4448446402764105,18:40:16.587
-0.4448446402764105,18:40:16.592
-0.04991421514926123,18:40:16.597
-0.04991421514926123,18:40:16.602
-0.04991421514926123,18:40:16.607
-0.04991421514926123,18:40:16.612
-0.04991421514926123,18:40:16.618
-0.04991421514926123,18:40:16.623
-0.04991421514926123,18:40:16.628
-0.04991421514926123,18:40:16.633
-0.04991421514926123,18:40:16.639
nan,18:40:16.645
nan,18:40:16.650
nan,18:40:16.655
nan,18:40:16.661
nan,18:40:16.666
nan,18:40:16.671
nan,18:40:16.676
nan,18:40:16.681
nan,18:40:16.687
-0.08275716892746755,18:40:16.692
-0.08275716892746755,18:40:16.697
-0.08275716892746755,18:40:16.702
-0.08275716892746755,18:40:16.707
-0.08275716892746755,18:40:16.712
-0.08275716892746755,18:40:16.717
-0.08275716892746755,18:40:16.723
-0.08275716892746755,18:40:16.728
-0.24737942771283591,18:40:16.733
-0.24737942771283591,18:40:16.738
-0.24737942771283591,18:40:16.745
-0.24737942771283591,18:40:16.750
-0.24737942771283591,18:40:16.755
-0.24737942771283591,18:40:16.760
-0.24737942771283591,18:40:16.765
-0.24737942771283591,18:40:16.770
-0.24737942771283591,18:40:16.776
-0.28022238149104217,18:40:16.781
-0.28022238149104217,18:40:16.786
-0.28022238149104217,18:40:16.791
-0.28022238149104217,18:40:16.796
-0.28022238149104217,18:40:16.802
-0.28022238149104217,18:40:16.807
-0.28022238149104217,18:40:16.812
-0.28022238149104217,18:40:16.817
-0.28022238149104217,18:40:16.822
-0.28022238149104217,18:40:16.827
-0.28022238149104217,18:40:16.832
-0.28022238149104217,18:40:16.837
-0.28022238149104217,18:40:16.844
-0.36297955041850977,18:40:16.850
-0.36297955041850977,18:40:16.855
-0.36297955041850977,18:40:16.860
-0.36297955041850977,18:40:16.865
-0.36297955041850977,18:40:16.870
-0.36297955041850977,18:40:16.875
-0.36297955041850977,18:40:16.881
-0.36297955041850977,18:40:16.886
-0.36297955041850977,18:40:16.891
-0.3228951567737268,18:40:16.896
-0.3228951567737268,18:40:16.901
-0.3228951567737268,18:40:16.906
-0.3228951567737268,18:40:16.911
-0.3228951567737268,18:40:16.917
-0.18674331198952954,18:40:16.922
-0.18674331198952954,18:40:16.927
-0.18674331198952954,18:40:16.932
-0.18674331198952954,18:40:16.937
-0.18674331198952954,18:40:16.944
-0.18674331198952954,18:40:16.949
-0.18674331198952954,18:40:16.954
